TeamId,TeamName,SubmissionDate,Score
1027472,MechCoder,"2017-10-24 05:31:59",0.5238
1026558,"Kevin Mader","2017-10-24 05:42:15",0.3321
1026467,"Gokagglers ","2017-10-24 06:04:40",0.3321
1027387,"Sakares Saengkaew","2017-10-24 06:07:13",0.5506
1026522,"Jerry Yang","2017-10-24 06:09:34",0.3687
1027498,Byfone,"2017-10-24 06:11:00",0.5416
1027498,Byfone,"2017-10-24 06:18:30",0.4058
1027339,"preeth kumar","2017-10-24 07:19:41",0.4349
1026900,"LIUBO LI","2017-10-24 07:27:34",0.6931
1026900,"LIUBO LI","2017-10-24 07:29:15",0.2894
1027339,"preeth kumar","2017-10-24 07:32:11",0.2466
1027730,MA,"2017-10-24 07:34:39",0.5576
1027730,MA,"2017-10-24 07:34:49",0.3321
1027658,c_ozbek,"2017-10-24 08:10:59",1.0099
1027968,"林湧森 (Dyson Lin)","2017-10-24 08:37:08",0.6931
1027171,Fengari,"2017-10-24 08:42:11",0.7405
1028036,bigoil_bigdata_bigdollah,"2017-10-24 08:53:15",7.4369
1027171,Fengari,"2017-10-24 08:59:02",0.2753
1027752,fatihöztürk,"2017-10-24 08:59:32",0.6931
1028036,bigoil_bigdata_bigdollah,"2017-10-24 09:02:19",1.2982
1027844,"Pavel Pleskov","2017-10-24 09:04:57",0.4313
1026548,sinkie,"2017-10-24 09:09:27",0.3632
1028095,HarshVardhan,"2017-10-24 09:16:04",0.6931
1028095,HarshVardhan,"2017-10-24 09:26:08",0.5576
1026459,"Konstantin Rybkin","2017-10-24 09:27:42",0.4866
1028030,AdilRasheed,"2017-10-24 09:29:23",0.5374
1026459,"Konstantin Rybkin","2017-10-24 09:48:34",0.3793
1028034,alex_str,"2017-10-24 09:56:28",0.3384
1026548,sinkie,"2017-10-24 09:58:11",0.3432
1027526,HyungsukKang,"2017-10-24 10:26:44",0.5061
1027526,HyungsukKang,"2017-10-24 10:33:29",0.4180
1027866,"Praveen Adepu","2017-10-24 11:01:28",0.4067
1028096,KurtJanssens,"2017-10-24 11:19:39",0.2733
1026645,"Aloisio and Luis","2017-10-24 11:35:20",0.2999
1028509,"Dan Ofer","2017-10-24 11:43:02",0.3565
1028206,AlexanderPozharskii,"2017-10-24 11:53:21",0.3012
1028497,"Oleg Shlyazhko","2017-10-24 12:29:44",0.5328
1028646,RomanChernenko,"2017-10-24 12:31:54",0.6492
1028576,"Vladimir Savinov","2017-10-24 12:32:04",0.5576
1028223,qianqian,"2017-10-24 12:50:16",0.2612
1034959,"Insight Seekers","2017-10-24 12:58:04",0.5576
1028539,Aiden,"2017-10-24 13:01:54",0.3276
1028022,"Konstantin Gavrilchik","2017-10-24 13:07:30",4.3041
1028022,"Konstantin Gavrilchik","2017-10-24 13:09:07",0.3581
1028136,endorphinbomber,"2017-10-24 13:16:44",0.4572
1027521,"Sergey Isaev","2017-10-24 13:28:54",0.5576
1028877,AnqiWang,"2017-10-24 13:53:28",0.5576
1028877,AnqiWang,"2017-10-24 13:54:03",0.3565
1027383,KMen,"2017-10-24 14:12:14",0.2624
1028849,"Stan Semenoff","2017-10-24 14:30:38",0.7609
1028646,RomanChernenko,"2017-10-24 14:30:54",0.2291
1028849,"Stan Semenoff","2017-10-24 14:40:56",0.3736
1028828,RefikCanMalli,"2017-10-24 14:47:17",0.3333
1034959,"Insight Seekers","2017-10-24 14:59:08",0.3170
1029048,andrekos,"2017-10-24 15:02:40",0.3565
1028357,"Nikita Seleznev","2017-10-24 15:08:52",0.2964
1029079,JeevanThomasKoshy,"2017-10-24 15:29:09",0.5576
1029241,"vishal sharma","2017-10-24 15:42:22",0.6931
1029194,pbcquoc,"2017-10-24 15:45:25",0.3565
1029332,vrsb,"2017-10-24 16:11:43",0.3565
1029054,Hemant,"2017-10-24 16:19:19",0.5587
1029314,zoorvy,"2017-10-24 16:27:49",0.6364
1069645,x2,"2017-10-24 17:22:05",0.5576
1026387,"Ziv Cohen","2017-10-24 17:36:04",0.5578
1026547,"Wojtek Rosinski","2017-10-24 17:40:07",2.0940
1026387,"Ziv Cohen","2017-10-24 17:40:15",0.5109
1026339,Juanu,"2017-10-24 17:42:39",0.3817
1029043,"Erik Gaasedelen","2017-10-24 17:51:26",1.6339
1026591,Selim_Sef,"2017-10-24 17:55:25",0.3490
1026750,"Dan Kolbman","2017-10-24 17:56:11",0.2295
1029043,"Erik Gaasedelen","2017-10-24 17:56:19",0.6390
1026493,gavrand,"2017-10-24 17:57:31",0.3565
1028513,"Toghrul Jafarov","2017-10-24 18:00:46",0.4042
1029372,"Terkel Bo Olsen","2017-10-24 18:20:34",0.3565
1026493,gavrand,"2017-10-24 18:21:28",0.3321
1029298,monkeytater,"2017-10-24 18:30:11",0.2381
1026613,mmi333,"2017-10-24 18:37:51",0.4588
1026591,Selim_Sef,"2017-10-24 18:47:23",0.2497
1029599,WillamGreen,"2017-10-24 18:47:52",0.5614
1026654,DataGeek,"2017-10-24 19:02:02",1.1084
1029599,WillamGreen,"2017-10-24 19:02:25",0.3430
1029314,zoorvy,"2017-10-24 19:25:59",0.2862
1026547,"Wojtek Rosinski","2017-10-24 19:38:25",0.8247
1028030,AdilRasheed,"2017-10-24 19:43:40",0.4691
1027705,Jandre,"2017-10-24 19:56:08",0.2619
1029175,JGuillaumin,"2017-10-24 20:05:42",0.5081
1028739,"Cam Nugent","2017-10-24 20:11:15",0.3453
1029705,IeAT,"2017-10-24 20:15:15",0.4149
1026544,"Paulo Pinto","2017-10-24 20:20:53",0.2290
1026613,mmi333,"2017-10-24 20:30:18",0.3252
1028902,MichaelSchleiss,"2017-10-24 20:33:36",0.3285
1026517,"Miha Skalic","2017-10-24 20:38:01",0.5576
1028902,MichaelSchleiss,"2017-10-24 20:48:51",0.3192
1026467,"Gokagglers ","2017-10-24 21:01:39",0.3073
1030060,ywkim,"2017-10-24 21:07:20",0.3565
1028449,alexginsca,"2017-10-24 21:08:35",0.3073
1030060,ywkim,"2017-10-24 21:08:55",0.3321
1029107,Diogo,"2017-10-24 21:18:12",3.5327
1029184,mlhammer2logit2quit,"2017-10-24 21:25:15",0.3696
1029883,SpruceMoose,"2017-10-24 21:38:44",0.3351
1029184,mlhammer2logit2quit,"2017-10-24 21:39:56",0.2764
1030134,gh,"2017-10-24 21:49:56",0.2971
1029193,Amouna,"2017-10-24 22:10:11",1.2736
1030080,bronson,"2017-10-24 22:11:58",0.3529
1029193,Amouna,"2017-10-24 22:22:26",0.3238
1029986,h4pZ,"2017-10-24 22:37:33",0.5926
1030225,"Luong Thanh Anh Duc","2017-10-24 22:59:55",0.2978
1029880,"Øystein Schønning-Johansen","2017-10-24 23:08:22",0.2630
1028763,huiqin,"2017-10-24 23:10:34",0.2828
1030361,Bcottman,"2017-10-24 23:31:26",0.3073
1027888,feels_overfitting_man,"2017-10-24 23:42:53",16.5210
1027888,feels_overfitting_man,"2017-10-24 23:43:20",14.7511
1028849,"Stan Semenoff","2017-10-25 00:03:40",0.2445
1026544,"Paulo Pinto","2017-10-25 00:05:58",0.2270
1026843,ManikandanSwaminathan,"2017-10-25 00:11:28",0.2610
1026583,IlyaV,"2017-10-25 00:15:51",0.3040
1026339,Juanu,"2017-10-25 00:22:21",0.3229
1029107,Diogo,"2017-10-25 00:29:22",0.7854
1027339,"preeth kumar","2017-10-25 00:31:44",0.2094
1029986,h4pZ,"2017-10-25 00:32:07",0.4035
1030453,"Xingyu Yang","2017-10-25 00:43:00",0.3011
1028654,1024,"2017-10-25 00:48:53",0.2778
1026591,Selim_Sef,"2017-10-25 00:59:59",0.1875
1026927,"Pedro Reis","2017-10-25 01:13:18",0.3030
1027968,"林湧森 (Dyson Lin)","2017-10-25 01:22:11",0.2682
1026666,j,"2017-10-25 01:30:23",0.2045
1030015,SabariManoharPalaniappan,"2017-10-25 01:34:17",0.3586
1034959,"Insight Seekers","2017-10-25 02:00:51",0.2862
1029054,Hemant,"2017-10-25 02:31:10",0.4956
1026522,"Jerry Yang","2017-10-25 02:33:34",0.2882
1027472,MechCoder,"2017-10-25 02:55:05",0.3561
1026731,sonny.ai,"2017-10-25 03:20:33",0.3022
1027387,"Sakares Saengkaew","2017-10-25 03:22:36",0.4650
1030745,"Titanic, meet Iceberg!","2017-10-25 03:24:09",0.6931
1030290,KevinLuo,"2017-10-25 03:27:56",0.3343
1029184,mlhammer2logit2quit,"2017-10-25 03:36:16",0.2555
1027387,"Sakares Saengkaew","2017-10-25 03:55:11",0.2645
1029734,Danial,"2017-10-25 03:56:36",15.5226
1030290,KevinLuo,"2017-10-25 04:06:33",0.2149
1026645,"Aloisio and Luis","2017-10-25 04:08:31",0.2535
1030919,"Shannon McNish","2017-10-25 04:17:58",0.6931
1027171,Fengari,"2017-10-25 04:32:45",0.2328
1029423,Saurabh,"2017-10-25 04:34:47",0.4146
1030953,jakey,"2017-10-25 04:40:07",0.3977
1026522,"Jerry Yang","2017-10-25 04:42:56",0.2282
1028095,HarshVardhan,"2017-10-25 04:45:17",0.3073
1026459,"Konstantin Rybkin","2017-10-25 05:03:00",0.2121
1027498,Byfone,"2017-10-25 05:16:03",0.3317
1026654,DataGeek,"2017-10-25 05:18:23",0.3073
1027398,DevCheikh,"2017-10-25 05:18:53",2.1643
1029423,Saurabh,"2017-10-25 05:19:28",0.2951
1026459,"Konstantin Rybkin","2017-10-25 05:21:20",0.1821
1029705,IeAT,"2017-10-25 05:37:21",0.3047
1027545,"BingQing Wei","2017-10-25 05:57:13",0.3809
1028030,AdilRasheed,"2017-10-25 05:57:33",0.2689
1028716,"Sergiy Kazanin","2017-10-25 06:09:47",0.3724
1028497,"Oleg Shlyazhko","2017-10-25 06:13:01",0.4977
1028450,demobin,"2017-10-25 06:18:59",13.3607
1031178,"Zhengda He","2017-10-25 06:19:44",0.3223
1031158,Euler,"2017-10-25 06:20:34",18.0180
1031158,Euler,"2017-10-25 06:22:04",16.5210
1069645,x2,"2017-10-25 06:33:19",0.2606
1029690,阿塞拜疆,"2017-10-25 06:35:02",0.7695
1028973,szywind,"2017-10-25 06:39:44",0.3177
1029690,阿塞拜疆,"2017-10-25 06:51:05",0.4555
1028450,demobin,"2017-10-25 06:51:11",0.3807
1026810,"Chris Cross","2017-10-25 06:51:25",0.2033
1026810,"Chris Cross","2017-10-25 06:51:47",0.1979
1031036,Talha,"2017-10-25 07:17:17",0.2995
1029486,w_________g,"2017-10-25 07:18:28",0.2605
1030859,daiyukun,"2017-10-25 07:28:23",0.2606
1026387,"Ziv Cohen","2017-10-25 07:30:29",0.2851
1027730,MA,"2017-10-25 07:31:28",0.3093
1069645,x2,"2017-10-25 07:33:16",0.2468
1030859,daiyukun,"2017-10-25 07:52:42",0.2563
1026548,sinkie,"2017-10-25 07:52:56",0.3176
1027884,noobhound,"2017-10-25 07:53:23",0.2117
1028357,"Nikita Seleznev","2017-10-25 08:19:11",0.2800
1028763,huiqin,"2017-10-25 08:20:31",0.2595
1027746,foxyveta,"2017-10-25 08:20:47",0.2159
1027888,feels_overfitting_man,"2017-10-25 08:23:07",0.1996
1027545,"BingQing Wei","2017-10-25 08:29:11",0.2772
1031373,Serafin,"2017-10-25 09:11:02",0.4123
1028136,endorphinbomber,"2017-10-25 09:21:33",0.4483
1031116,"RAJESH PURWAR","2017-10-25 09:26:48",0.6931
1027844,"Pavel Pleskov","2017-10-25 09:33:20",0.2844
1027115,MichaelDang,"2017-10-25 09:35:32",1.5255
1026366,amyaramine,"2017-10-25 09:57:19",0.3707
1029705,IeAT,"2017-10-25 10:11:44",0.2631
1026366,amyaramine,"2017-10-25 10:13:00",0.2304
1028321,"The best","2017-10-25 10:18:40",0.5575
1026467,"Gokagglers ","2017-10-25 10:20:09",0.2682
1028034,alex_str,"2017-10-25 10:43:19",0.2592
1027844,"Pavel Pleskov","2017-10-25 10:49:51",0.2276
1030999,Ivanhoe,"2017-10-25 11:00:35",0.1751
1029547,MortenPedersen,"2017-10-25 11:02:26",9.8826
1030999,Ivanhoe,"2017-10-25 11:10:37",0.1598
1031537,silentChatBot,"2017-10-25 11:17:18",0.5256
1028096,KurtJanssens,"2017-10-25 11:17:18",0.2684
1028090,"Manyu Gou","2017-10-25 11:24:54",0.2734
1031560,"Egor Maximov","2017-10-25 11:36:09",0.5838
1031373,Serafin,"2017-10-25 11:56:04",0.2872
1028036,bigoil_bigdata_bigdollah,"2017-10-25 11:57:24",0.2926
1028576,"Vladimir Savinov","2017-10-25 11:58:30",0.4061
1031647,Justfor,"2017-10-25 12:07:44",0.2611
1028095,HarshVardhan,"2017-10-25 12:09:12",0.2757
1028034,alex_str,"2017-10-25 12:35:27",0.2232
1027498,Byfone,"2017-10-25 12:45:33",0.2846
1031964,"Lei Shu","2017-10-25 12:55:21",0.6931
1031857,AzAkhtyamov,"2017-10-25 12:56:04",0.2281
1029106,"Dom White","2017-10-25 13:04:40",7.5367
1029839,"Syed Mateen","2017-10-25 13:09:54",2.2926
1026700,"Philippe Lonjoux","2017-10-25 13:10:33",0.2494
1027681,"Ambareesh Prakash","2017-10-25 13:10:54",0.2113
1026493,gavrand,"2017-10-25 13:14:10",0.2113
1031401,"Abhilash Awasthi","2017-10-25 13:15:05",0.3466
1032052,tayfurr,"2017-10-25 13:21:23",0.2309
1029106,"Dom White","2017-10-25 13:21:44",2.3125
1026700,"Philippe Lonjoux","2017-10-25 13:27:11",0.2477
1028136,endorphinbomber,"2017-10-25 13:39:57",0.4461
1029298,monkeytater,"2017-10-25 13:42:47",0.2108
1029839,"Syed Mateen","2017-10-25 13:42:58",0.5874
1028449,alexginsca,"2017-10-25 13:48:05",0.2468
1031653,nodalpoints,"2017-10-25 14:03:53",0.2624
1032076,"Vitaly Bondar","2017-10-25 14:03:53",0.2266
1027912,hhy,"2017-10-25 14:07:27",0.3918
1027526,HyungsukKang,"2017-10-25 14:12:55",0.3567
1031343,Antelx,"2017-10-25 14:15:35",0.4656
1029696,"Chia-Ta Tsai","2017-10-25 14:17:27",0.3455
1031002,AL,"2017-10-25 14:22:42",0.2243
1026613,mmi333,"2017-10-25 14:26:10",0.2136
1029696,"Chia-Ta Tsai","2017-10-25 14:29:02",0.2024
1032280,"Pierre Tisseur","2017-10-25 14:32:03",0.3073
1031537,silentChatBot,"2017-10-25 14:40:37",0.2526
1032267,"Hao Li","2017-10-25 14:48:06",0.2476
1032267,"Hao Li","2017-10-25 14:56:15",0.2240
1032628,"Arthur Stsepanenka","2017-10-25 15:31:49",0.2113
1026548,sinkie,"2017-10-25 15:35:21",0.2112
1029688,ja33man,"2017-10-25 15:49:14",0.5919
1026605,"Bojan Tunguz","2017-10-25 15:58:17",0.2516
1026605,"Bojan Tunguz","2017-10-25 16:00:40",0.1698
1026460,NxGTR,"2017-10-25 16:06:01",0.2015
1027752,fatihöztürk,"2017-10-25 16:06:52",0.2113
1032491,Lain,"2017-10-25 16:08:07",0.6403
1028272,"Михаеску Глеб","2017-10-25 16:13:12",0.4433
1027752,fatihöztürk,"2017-10-25 16:14:24",0.1633
1028969,"Pierre Lelievre","2017-10-25 16:18:57",0.2717
1032491,Lain,"2017-10-25 16:19:40",0.5675
1031647,Justfor,"2017-10-25 16:33:30",0.1982
1029688,ja33man,"2017-10-25 16:34:26",0.4593
1032824,"Russ Boucher","2017-10-25 16:41:22",0.2113
1029599,WillamGreen,"2017-10-25 16:46:02",0.2717
1032882,"Josh Wilkins","2017-10-25 17:09:37",0.2036
1029342,"Reddi  Sanjeev Kumar","2017-10-25 17:16:42",0.5203
1028357,"Nikita Seleznev","2017-10-25 17:17:52",0.2765
1032919,Damodar,"2017-10-25 17:20:06",0.1997
1032824,"Russ Boucher","2017-10-25 17:22:11",0.1679
1031044,"Gilberto Titericz Junior","2017-10-25 17:23:08",0.1897
1030673,"Lefteris Fanioudakis","2017-10-25 17:23:41",0.2702
1032628,"Arthur Stsepanenka","2017-10-25 17:43:56",0.2036
1030226,Eduardo,"2017-10-25 17:56:45",0.6788
1029883,SpruceMoose,"2017-10-25 17:58:18",0.2460
1033054,"Artem Erokhin","2017-10-25 18:01:33",0.2113
1026927,"Pedro Reis","2017-10-25 18:12:42",0.2036
1027383,KMen,"2017-10-25 18:29:01",0.1826
1033130,"Mr The Dave","2017-10-25 18:40:00",0.2177
1033130,"Mr The Dave","2017-10-25 18:42:09",0.2033
1026493,gavrand,"2017-10-25 18:52:54",0.2036
1029332,vrsb,"2017-10-25 19:37:53",0.2745
1027027,ML_Geek,"2017-10-25 19:43:09",0.3055
1028144,PavelLiashkov,"2017-10-25 19:57:11",0.2020
1029332,vrsb,"2017-10-25 20:00:27",0.2676
1032282,"Matt Rose","2017-10-25 20:05:27",0.2036
1031156,"Paul Larmuseau","2017-10-25 20:07:57",0.3438
1033319,"Santhanam Elumalai","2017-10-25 20:16:48",0.2410
1029041,ShivamAgarwal,"2017-10-25 20:31:17",0.6931
1026998,NickBuchny,"2017-10-25 20:38:46",0.2096
1033086,Thundo,"2017-10-25 20:55:03",0.4193
1033459,YuhuaXiong,"2017-10-25 20:57:54",0.2036
1030877,Zaxcie,"2017-10-25 21:06:10",0.3932
1030877,Zaxcie,"2017-10-25 21:09:57",0.2309
1030673,"Lefteris Fanioudakis","2017-10-25 22:17:38",0.2627
1028036,bigoil_bigdata_bigdollah,"2017-10-25 22:37:46",0.2618
1033631,neongen,"2017-10-25 22:52:36",0.3960
1029734,Danial,"2017-10-25 23:27:24",6.9377
1030284,Huskeywes,"2017-10-25 23:40:35",0.8222
1027398,DevCheikh,"2017-10-25 23:47:23",0.2511
1032232,"Enjia Chen","2017-10-25 23:59:55",0.3582
1029184,mlhammer2logit2quit,"2017-10-26 00:00:40",0.2462
1030147,"Mykola Bubelich","2017-10-26 00:04:12",3.3441
1029705,IeAT,"2017-10-26 00:05:26",0.2582
1029734,Danial,"2017-10-26 00:10:21",6.7880
1032491,Lain,"2017-10-26 00:15:11",0.3126
1028763,huiqin,"2017-10-26 00:21:00",0.2434
1032491,Lain,"2017-10-26 00:22:36",0.2800
1030147,"Mykola Bubelich","2017-10-26 00:30:03",2.0894
1026544,"Paulo Pinto","2017-10-26 00:39:07",0.2101
1029734,Danial,"2017-10-26 00:47:42",0.6200
1033963,"Lawrence Chernin","2017-10-26 00:51:21",0.2381
1029839,"Syed Mateen","2017-10-26 00:52:56",0.2635
1026644,oukat,"2017-10-26 01:02:36",0.2345
1030640,"Esteban Serna","2017-10-26 01:33:35",0.3472
1034100,hbo,"2017-10-26 01:36:10",0.2036
1032965,PannaLalPatodia,"2017-10-26 01:36:50",0.2001
1034100,hbo,"2017-10-26 01:51:25",0.1724
1030877,Zaxcie,"2017-10-26 01:52:54",0.1745
1028973,szywind,"2017-10-26 02:04:48",0.2112
1030640,"Esteban Serna","2017-10-26 02:09:11",0.2754
1034959,"Insight Seekers","2017-10-26 02:15:15",0.2849
1029688,ja33man,"2017-10-26 02:22:30",0.3655
1031703,"Tim B","2017-10-26 02:36:09",0.2060
1027526,HyungsukKang,"2017-10-26 02:44:47",0.2206
1031044,"Gilberto Titericz Junior","2017-10-26 03:18:04",0.1634
1029054,Hemant,"2017-10-26 03:57:41",0.3025
1027350,JohnM,"2017-10-26 04:15:58",0.2381
1034706,clustifier,"2017-10-26 04:18:31",0.2381
1028702,"YouHan Lee","2017-10-26 04:50:54",0.5435
1027681,"Ambareesh Prakash","2017-10-26 04:52:41",0.2036
1034824,zoorvy.ai,"2017-10-26 04:54:08",0.2036
1034289,Trump,"2017-10-26 04:54:40",0.2370
1026583,IlyaV,"2017-10-26 04:57:07",0.2299
1028095,HarshVardhan,"2017-10-26 05:18:06",0.2036
1034602,ShintoTheruvil,"2017-10-26 05:18:59",0.2305
1026900,"LIUBO LI","2017-10-26 05:20:14",0.1774
1029547,MortenPedersen,"2017-10-26 05:20:24",0.3595
1026666,j,"2017-10-26 05:22:41",0.1707
1026522,"Jerry Yang","2017-10-26 05:24:34",0.1908
1027498,Byfone,"2017-10-26 05:39:40",0.2818
1034959,"Insight Seekers","2017-10-26 05:42:12",0.2036
1028849,"Stan Semenoff","2017-10-26 05:53:17",0.2333
1028849,"Stan Semenoff","2017-10-26 06:03:00",0.2226
1029332,vrsb,"2017-10-26 06:04:09",0.2184
1029690,阿塞拜疆,"2017-10-26 06:24:11",0.2432
1027115,MichaelDang,"2017-10-26 06:30:14",0.7570
1031560,"Egor Maximov","2017-10-26 06:32:28",0.5655
1035146,pankajsharma,"2017-10-26 06:37:22",0.2036
1028973,szywind,"2017-10-26 06:38:37",0.1982
1028894,"Igor Praznik","2017-10-26 06:49:04",1.0279
1035185,richb,"2017-10-26 06:50:54",0.2023
1031647,Justfor,"2017-10-26 07:01:21",0.1968
1035238,Doge,"2017-10-26 07:08:39",0.2381
1031537,silentChatBot,"2017-10-26 07:18:13",0.1896
1028688,"Mathias Neidig","2017-10-26 07:34:56",0.2645
1030006,"Bjørnar Remmen","2017-10-26 07:42:29",1.8267
1027730,MA,"2017-10-26 07:49:36",0.1738
1026998,NickBuchny,"2017-10-26 07:50:12",0.2079
1027730,MA,"2017-10-26 07:51:53",0.1690
1029690,阿塞拜疆,"2017-10-26 08:09:36",0.2379
1028449,alexginsca,"2017-10-26 08:11:34",0.2036
1027658,c_ozbek,"2017-10-26 08:15:57",0.3120
1031653,nodalpoints,"2017-10-26 08:50:23",0.2222
1034602,ShintoTheruvil,"2017-10-26 08:55:10",0.1955
1069645,x2,"2017-10-26 08:56:35",0.2052
1035243,"Jeffrey Cruz","2017-10-26 08:58:05",0.2697
1028321,"The best","2017-10-26 09:03:32",0.4917
1029106,"Dom White","2017-10-26 09:09:32",2.0993
1035724,KiZaph,"2017-10-26 09:20:43",0.5216
1031401,"Abhilash Awasthi","2017-10-26 09:27:42",0.2590
1027844,"Pavel Pleskov","2017-10-26 09:34:52",0.1855
1026547,"Wojtek Rosinski","2017-10-26 09:38:32",0.5632
1026467,"Gokagglers ","2017-10-26 09:47:24",0.2381
1035724,KiZaph,"2017-10-26 09:53:18",0.4699
1031226,Vaidas,"2017-10-26 10:14:22",0.3733
1035939,"Sergey Shtekhin","2017-10-26 10:19:24",0.2035
1026591,Selim_Sef,"2017-10-26 10:29:24",0.1787
1030953,jakey,"2017-10-26 10:31:28",0.3825
1031653,nodalpoints,"2017-10-26 10:33:02",0.2158
1036030,"Didrik Helsing","2017-10-26 10:36:41",0.6931
1028400,skeepu,"2017-10-26 10:51:54",0.5174
1036056,TeodoraSelea,"2017-10-26 10:58:58",0.3038
1029107,Diogo,"2017-10-26 11:01:33",0.2055
1027132,"Wei Zhan","2017-10-26 11:09:35",0.4656
1029705,IeAT,"2017-10-26 11:19:16",0.2522
1026387,"Ziv Cohen","2017-10-26 11:31:09",0.2174
1031669,DimitriF,"2017-10-26 11:34:01",0.4926
1034154,kind_o,"2017-10-26 11:39:22",3.1694
1027888,feels_overfitting_man,"2017-10-26 11:47:37",0.1909
1028764,"should it matter","2017-10-26 12:02:13",0.6931
1029041,ShivamAgarwal,"2017-10-26 12:05:38",0.4049
1035431,leminhhuy,"2017-10-26 12:13:27",0.2114
1027687,GireeshKumarN,"2017-10-26 12:20:27",0.2372
1036200,FCInter,"2017-10-26 12:45:31",0.2285
1028739,"Cam Nugent","2017-10-26 12:46:01",0.3193
1028739,"Cam Nugent","2017-10-26 12:46:26",0.2945
1027600,"Maksym Pyrozhok","2017-10-26 12:47:49",0.2933
1028400,skeepu,"2017-10-26 12:50:41",0.2152
1036200,FCInter,"2017-10-26 12:53:07",0.2212
1033945,Francisco,"2017-10-26 12:56:45",0.3170
1036349,"Max Ryabinin","2017-10-26 13:07:46",0.2420
1036349,"Max Ryabinin","2017-10-26 13:08:37",0.2004
1029311,ylchao,"2017-10-26 13:10:21",8.7346
1036570,PraveenKumar,"2017-10-26 13:16:53",0.2322
1036570,PraveenKumar,"2017-10-26 13:17:31",0.2109
1026881,psnjiki,"2017-10-26 13:37:07",0.2134
1031669,DimitriF,"2017-10-26 13:37:17",0.2409
1028321,"The best","2017-10-26 13:39:37",0.3772
1026700,"Philippe Lonjoux","2017-10-26 13:49:19",0.2228
1028096,KurtJanssens,"2017-10-26 13:53:46",0.1993
1030859,daiyukun,"2017-10-26 13:59:33",0.2244
1035420,"Norman Thomas","2017-10-26 14:16:04",0.3556
1030733,ireallyloveyou,"2017-10-26 14:20:50",0.1977
1030733,ireallyloveyou,"2017-10-26 14:27:14",0.1957
1030673,"Lefteris Fanioudakis","2017-10-26 14:28:17",0.2498
1028288,"Ivan Nikolaev","2017-10-26 14:28:20",0.5697
1035242,husiqin,"2017-10-26 14:29:30",0.6189
1028288,"Ivan Nikolaev","2017-10-26 14:32:27",0.5372
1026547,"Wojtek Rosinski","2017-10-26 14:36:25",0.1960
1027115,MichaelDang,"2017-10-26 14:54:27",0.4122
1031156,"Paul Larmuseau","2017-10-26 14:58:35",0.2848
1035668,Tom57,"2017-10-26 15:07:54",0.2306
1031178,"Zhengda He","2017-10-26 15:12:30",0.2036
1031920,GLodi,"2017-10-26 15:22:47",0.5377
1032397,DennisSakva,"2017-10-26 15:22:49",0.2137
1027868,ChaKeumGang,"2017-10-26 15:44:56",5.6899
1030097,"Courtney Ferguson Lee","2017-10-26 15:46:05",0.6690
1037098,pureOverfitting,"2017-10-26 15:46:08",0.2950
1035628,"Paolo Gottardo","2017-10-26 15:52:07",7.8861
1037130,ArindamDutta,"2017-10-26 15:55:57",0.2036
